batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,decoder_loss,epoch,step,train_loss,val/decoder_loss,val_loss
,,,,,,5.21213436126709,0,49,0.4745859205722809,,
,,,,,,1.4845508337020874,1,99,0.25384026765823364,,
0.2264624685049057,13.417657852172852,0.3520524501800537,1.7237589359283447,0.20423531532287598,4.415742874145508,2.2838127613067627,1,149,0.17401735484600067,,
,,,,,,1.3178991079330444,2,199,0.1467399150133133,,
,,,,,,1.1474943161010742,3,249,0.1396123766899109,,
0.22908145189285278,10.303535461425781,0.32692933082580566,1.5513355731964111,0.2107405662536621,4.365259647369385,1.016620397567749,3,299,0.09379720687866211,,
,,,,,,1.1715009212493896,4,349,0.1316699981689453,,
,,,,,,0.9071536064147949,5,399,0.10112599283456802,,
0.2266875058412552,10.191611289978027,0.3182971477508545,1.5197741985321045,0.20943713188171387,4.4113593101501465,0.7678122520446777,5,449,0.08918306976556778,,
,,,,,,1.4343847036361694,6,499,0.0745888277888298,,
,,,,,,0.745586097240448,7,549,0.05281057953834534,,
0.22253744304180145,8.30841064453125,0.33525872230529785,1.716849446296692,0.19527554512023926,4.493625640869141,1.0659904479980469,7,599,0.0695589929819107,,
,,,,,,0.8164874911308289,8,649,0.054534148424863815,,
,,,,,,0.975124716758728,9,699,0.04222270846366882,,
0.2251002937555313,10.056307792663574,0.3192708492279053,1.634287714958191,0.1953577995300293,4.442464351654053,0.6827036738395691,9,749,0.04487709328532219,,
,,,,,,0.7228648066520691,10,799,0.03424305096268654,,
,,,,,,0.926020622253418,11,849,0.043274763971567154,,
0.22706709802150726,11.439712524414062,0.3406672477722168,1.7399513721466064,0.19579124450683594,4.403984546661377,0.6821321249008179,11,899,0.0351649634540081,,
,,,,,,0.6507241129875183,12,949,0.030180031433701515,,
,,,,,,0.7826716303825378,13,999,0.02570323832333088,,
0.228389710187912,13.9787015914917,0.3765292167663574,1.9352236986160278,0.1945662498474121,4.378480911254883,0.9399687647819519,13,1049,0.03578435257077217,,
,,,,,,1.5523149967193604,14,1099,0.03465869650244713,,
,,,,,,0.6555317640304565,15,1149,0.026249565184116364,,
0.2276841104030609,12.517550468444824,0.40108752250671387,2.0685036182403564,0.19390225410461426,4.392050266265869,0.9049438238143921,15,1199,0.02936798892915249,,
,,,,,,0.9323962926864624,16,1249,0.029745832085609436,,
,,,,,,0.6209961771965027,17,1299,0.028071127831935883,,
0.22056014835834503,6.148097515106201,0.3260023593902588,1.6609207391738892,0.19627809524536133,4.533910751342773,0.90031498670578,17,1349,0.040876343846321106,,
,,,,,,0.5583890676498413,18,1399,0.0223115012049675,,
,,,,,,0.5262794494628906,19,1449,0.02131829969584942,,
0.2273801863193512,14.469330787658691,0.4197092056274414,2.168520927429199,0.19354629516601562,4.397920608520508,0.6969738006591797,19,1499,0.022128857672214508,,
,,,,,,0.844011664390564,20,1549,0.0292370468378067,,
,,,,,,0.8540716171264648,21,1599,0.020670609548687935,,
0.24110843241214752,19.834762573242188,0.40799808502197266,2.0924417972564697,0.19498658180236816,4.1475114822387695,1.0171775817871094,21,1649,0.0235441904515028,,
,,,,,,0.6200650930404663,22,1699,0.018022915348410606,,
,,,,,,0.8123264312744141,23,1749,0.017434699460864067,,
0.23095768690109253,14.474459648132324,0.3561873435974121,1.8265777826309204,0.19500255584716797,4.329797744750977,0.8692398071289062,23,1799,0.01630093716084957,,
,,,,,,0.6632999181747437,24,1849,0.015916720032691956,,
0.22662696242332458,12.898882865905762,0.37178921699523926,1.9159047603607178,0.19405412673950195,4.412537574768066,0.6287524700164795,24,1899,0.01617780327796936,,
,,,,,,0.9176030158996582,25,1949,0.019585320726037025,,
,,,,,,0.6409063339233398,26,1999,0.014698046259582043,,
,,,,,,,26,1999,,14.525474548339844,0.5157580375671387
0.22447048127651215,9.25193977355957,0.31223416328430176,1.6181687116622925,0.19295525550842285,4.454928874969482,0.7714850306510925,26,2049,0.017025796696543694,,
,,,,,,0.6219916343688965,27,2099,0.015262387692928314,,
,,,,,,0.5729503631591797,28,2149,0.012383386492729187,,
0.23920874297618866,41.24071502685547,1.0475575923919678,5.386264324188232,0.1944868564605713,4.18044900894165,0.6865283846855164,28,2199,0.014221969060599804,,
,,,,,,0.9067840576171875,29,2249,0.015313866548240185,,
,,,,,,0.6327980756759644,30,2299,0.012904549948871136,,
0.22681716084480286,13.748223304748535,0.356459379196167,1.8157670497894287,0.19631338119506836,4.40883731842041,0.5257762670516968,30,2349,0.014752529561519623,,
,,,,,,1.2862446308135986,31,2399,0.01915059983730316,,
,,,,,,0.5711959600448608,32,2449,0.013587906956672668,,
0.22734417021274567,12.925774574279785,0.3516404628753662,1.795282006263733,0.19586920738220215,4.398617267608643,0.9684006571769714,32,2499,0.016008401289582253,,
,,,,,,0.6654283404350281,33,2549,0.014437377452850342,,
,,,,,,0.7133188247680664,34,2599,0.01577204465866089,,
0.2243795394897461,11.195313453674316,0.3222694396972656,1.6566749811172485,0.19452786445617676,4.4567341804504395,0.5102056264877319,34,2649,0.00948780495673418,,
,,,,,,0.6283754110336304,35,2699,0.012688892893493176,,
,,,,,,0.7918496131896973,36,2749,0.01664644666016102,,
0.22933350503444672,13.840351104736328,0.3381216526031494,1.7411596775054932,0.19419336318969727,4.360461711883545,0.5501477122306824,36,2799,0.015157714486122131,,
,,,,,,0.5272207260131836,37,2849,0.012985959649085999,,
,,,,,,0.6694485545158386,38,2899,0.011632293462753296,,
0.23862697184085846,42.303138732910156,1.0686123371124268,5.475158214569092,0.1951746940612793,4.190640926361084,0.7237202525138855,38,2949,0.014818977564573288,,
,,,,,,1.402653694152832,39,2999,0.017964908853173256,,
,,,,,,0.5893241763114929,40,3049,0.012051860801875591,,
0.23453854024410248,17.355697631835938,0.3846290111541748,1.9706453084945679,0.19517922401428223,4.263691425323486,0.8095859289169312,40,3099,0.011211751960217953,,
,,,,,,0.7298051714897156,41,3149,0.014351527206599712,,
,,,,,,0.47126835584640503,42,3199,0.00971086323261261,,
0.2342080920934677,17.758237838745117,0.44373273849487305,2.259911298751831,0.1963496208190918,4.269707202911377,0.7966811060905457,42,3249,0.012386254966259003,,
,,,,,,0.43923601508140564,43,3299,0.010343502275645733,,
,,,,,,0.44332537055015564,44,3349,0.00965785887092352,,
