batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,decoder_loss,epoch,step,train_loss,val/decoder_loss,val_loss
0.23064668476581573,14.31557559967041,0.3563864231109619,1.7159793376922607,0.2076869010925293,4.335635662078857,0.6390228271484375,44,3399,0.012561284005641937,,
,,,,,,0.7202882766723633,45,3449,0.016905298456549644,,
,,,,,,0.8279621005058289,46,3499,0.013640868477523327,,
0.23529940843582153,16.93446159362793,0.34865832328796387,1.8001036643981934,0.19368791580200195,4.249904155731201,0.8205270767211914,46,3549,0.015761055052280426,,
,,,,,,0.5737146139144897,47,3599,0.010859313420951366,,
,,,,,,0.7341464757919312,48,3649,0.016728287562727928,,
0.2275812178850174,15.371926307678223,0.36925363540649414,1.8909595012664795,0.19527316093444824,4.394035816192627,0.8069373965263367,48,3699,0.014330518431961536,,
,,,,,,0.7709125280380249,49,3749,0.05685995891690254,,
0.23517556488513947,17.306180953979492,0.3632948398590088,1.8666822910308838,0.19462060928344727,4.252142429351807,0.6412429809570312,49,3799,0.0172488521784544,,
,,,,,,0.8609061241149902,50,3849,0.017337292432785034,,
,,,,,,0.6362544894218445,51,3899,0.012237831950187683,,
0.25829941034317017,46.49171829223633,0.8845887184143066,4.519566059112549,0.1957242488861084,3.8714759349823,0.7226311564445496,51,3949,0.013128447346389294,,
,,,,,,0.6161653399467468,52,3999,0.010320715606212616,,
,,,,,,,52,3999,,13.782983779907227,0.5149707198143005
,,,,,,0.5150658488273621,53,4049,0.008452204056084156,,
0.24502809345722198,42.8234977722168,1.0971367359161377,5.62125825881958,0.195176362991333,4.081164360046387,0.6407666206359863,53,4099,0.011685211211442947,,
,,,,,,0.8063297271728516,54,4149,0.01244985032826662,,
,,,,,,0.5950104594230652,55,4199,0.00991427805274725,,
0.24984419345855713,50.7498779296875,1.2806057929992676,6.593686580657959,0.19421696662902832,4.0024943351745605,0.4459293782711029,55,4249,0.00932854413986206,,
,,,,,,1.2632322311401367,56,4299,0.013429839164018631,,
,,,,,,0.5514733195304871,57,4349,0.00964875053614378,,
0.2439858764410019,48.68541717529297,1.2272112369537354,6.384252071380615,0.19222474098205566,4.098598003387451,0.9010967016220093,57,4399,0.011955422349274158,,
,,,,,,0.6363843679428101,58,4449,0.010921808890998363,,
,,,,,,0.6981137990951538,59,4499,0.011081592179834843,,
0.2353915125131607,35.487857818603516,0.9076058864593506,4.682673931121826,0.19382214546203613,4.248241424560547,0.5012755393981934,59,4549,0.008195165544748306,,
,,,,,,0.5822073817253113,60,4599,0.009451606310904026,,
,,,,,,0.7236709594726562,61,4649,0.013175134547054768,,
0.25512009859085083,55.46177291870117,1.197873592376709,6.221845626831055,0.19252705574035645,3.919722557067871,0.514225959777832,61,4699,0.007654124405235052,,
,,,,,,0.4826448857784271,62,4749,0.008033636026084423,,
,,,,,,0.6391582489013672,63,4799,0.009290550835430622,,
0.2365209460258484,48.613624572753906,1.2092559337615967,6.231164455413818,0.19406580924987793,4.227955341339111,0.6845124959945679,63,4849,0.009845775552093983,,
,,,,,,1.3365256786346436,64,4899,0.013368547894060612,,
,,,,,,0.5614115595817566,65,4949,0.009542692452669144,,
0.22486457228660583,14.62362003326416,0.4023113250732422,2.0717201232910156,0.19419193267822266,4.4471211433410645,0.7458529472351074,65,4999,0.00974508747458458,,
,,,,,,0.680038332939148,66,5049,0.01074827928096056,,
,,,,,,0.4565407633781433,67,5099,0.006850565318018198,,
0.2317640483379364,23.716232299804688,0.6140105724334717,3.1925933361053467,0.1923234462738037,4.314733028411865,0.735447883605957,67,5149,0.010215066373348236,,
,,,,,,0.4155759811401367,68,5199,0.006702037062495947,,
,,,,,,0.41510456800460815,69,5249,0.006863581482321024,,
0.2666727602481842,59.28078079223633,1.0558562278747559,4.95081901550293,0.21326899528503418,3.7499141693115234,0.6150716543197632,69,5299,0.009616822004318237,,
,,,,,,0.68290776014328,70,5349,0.012982379645109177,,
,,,,,,0.7921594381332397,71,5399,0.012290800921618938,,
0.24898971617221832,46.89072036743164,0.90909743309021,4.6405415534973145,0.19590330123901367,4.01623010635376,0.8084510564804077,71,5449,0.01198504026979208,,
,,,,,,0.5524028539657593,72,5499,0.008902288973331451,,
,,,,,,0.6938327550888062,73,5549,0.010019484907388687,,
0.2375725507736206,53.946197509765625,1.3021714687347412,6.786098480224609,0.19188809394836426,4.209240436553955,0.7661652565002441,73,5599,0.011668361723423004,,
,,,,,,0.5983709096908569,74,5649,0.009840629063546658,,
0.22238381206989288,13.318037033081055,0.4231104850769043,2.1879055500030518,0.19338607788085938,4.496730327606201,0.5599517822265625,74,5699,0.007837074808776379,,
,,,,,,0.8252362012863159,75,5749,0.012255215086042881,,
,,,,,,0.6010855436325073,76,5799,0.008779256604611874,,
0.2424502819776535,59.102638244628906,1.4564721584320068,7.500269412994385,0.19418931007385254,4.124557018280029,0.7294960021972656,76,5849,0.01177153829485178,,
,,,,,,0.5723986625671387,77,5899,0.00974747072905302,,
,,,,,,0.5002791285514832,78,5949,0.008235838264226913,,
0.24805273115634918,54.112552642822266,1.256192922592163,6.461118698120117,0.19442343711853027,4.031400680541992,0.6370795965194702,78,5999,0.01026389840990305,,
,,,,,,,78,5999,,14.357344627380371,0.5153480768203735
,,,,,,0.7929404973983765,79,6049,0.010717625729739666,,
,,,,,,0.569229781627655,80,6099,0.008840624243021011,,
0.2480577975511551,52.28468704223633,1.0941746234893799,5.606978893280029,0.1951451301574707,4.031318664550781,0.42974743247032166,80,6149,0.006499240640550852,,
,,,,,,1.2049403190612793,81,6199,0.01155198086053133,,
,,,,,,0.5198965072631836,82,6249,0.007409834768623114,,
0.2572857141494751,55.80431365966797,1.152240514755249,5.606212615966797,0.20552921295166016,3.8867297172546387,0.8980852961540222,82,6299,0.010222703218460083,,
,,,,,,0.6017966270446777,83,6349,0.009241554886102676,,
,,,,,,0.6660985946655273,84,6399,0.010722524486482143,,
0.24451883137226105,43.94854736328125,1.0008347034454346,5.178160190582275,0.19327998161315918,4.089664459228516,0.47006940841674805,84,6449,0.007394707296043634,,
,,,,,,0.5509025454521179,85,6499,0.008495938964188099,,
,,,,,,0.6396912336349487,86,6549,0.0104479705914855,,
0.24731504917144775,53.27156066894531,1.3401539325714111,6.962757110595703,0.1924746036529541,4.043425559997559,0.504150390625,86,6599,0.008096426725387573,,
,,,,,,0.48771190643310547,87,6649,0.008124067448079586,,
,,,,,,0.6350635290145874,88,6699,0.010356231592595577,,
0.22975178062915802,18.814401626586914,0.44908857345581055,2.3152365684509277,0.1939709186553955,4.352523326873779,0.6581303477287292,88,6749,0.010011915117502213,,
,,,,,,1.337079405784607,89,6799,0.013474863022565842,,
,,,,,,0.5637187957763672,90,6849,0.009878306649625301,,
0.2575451135635376,55.92255401611328,1.1293089389801025,5.827697277069092,0.19378304481506348,3.882814884185791,0.7410652041435242,90,6899,0.009447775781154633,,
,,,,,,0.657481849193573,91,6949,0.012647009454667568,,
,,,,,,0.44544506072998047,92,6999,0.007157532032579184,,
0.2524133622646332,52.27178192138672,1.0506906509399414,5.457021713256836,0.19253921508789062,3.9617555141448975,0.7379732131958008,92,7049,0.01014358177781105,,
,,,,,,0.4309937357902527,93,7099,0.006697715725749731,,
,,,,,,0.40832871198654175,94,7149,0.006350961979478598,,
0.24507780373096466,51.605777740478516,1.2966740131378174,6.755040168762207,0.1919565200805664,4.080337047576904,0.6036323308944702,94,7199,0.008602491579949856,,
,,,,,,0.672968864440918,95,7249,0.011818625964224339,,
,,,,,,0.7890021204948425,96,7299,0.011619587428867817,,
0.24677203595638275,49.89104461669922,1.156804084777832,5.899123668670654,0.19609761238098145,4.052323341369629,0.8060404658317566,96,7349,0.01120032835751772,,
,,,,,,0.5242583155632019,97,7399,0.008456163108348846,,
,,,,,,0.6791200637817383,98,7449,0.0100571783259511,,
0.22967182099819183,16.79528045654297,0.4410135746002197,2.2450242042541504,0.1964404582977295,4.354038715362549,0.7702655792236328,98,7499,0.011099866591393948,,
,,,,,,0.5585705637931824,99,7549,0.009044698439538479,,
0.25218650698661804,54.30023956298828,1.2146830558776855,5.795336723327637,0.2095966339111328,3.9653193950653076,0.5529265403747559,99,7599,0.007854962721467018,,
,,,,,,0.833553671836853,100,7649,0.013439132831990719,,
,,,,,,0.6066672205924988,101,7699,0.01149816531687975,,
0.25224363803863525,59.05288314819336,1.1618423461914062,5.930772304534912,0.19590067863464355,3.964421033859253,0.7071399688720703,101,7749,0.01281149685382843,,
,,,,,,0.5909384489059448,102,7799,0.009640001691877842,,
,,,,,,0.5019938349723816,103,7849,0.009574704803526402,,
0.2462654411792755,51.589168548583984,1.1243987083435059,5.747772216796875,0.19562339782714844,4.060658931732178,0.6478151082992554,103,7899,0.010742866434156895,,
,,,,,,0.8026100993156433,104,7949,0.010953220538794994,,
,,,,,,0.5753787755966187,105,7999,0.009179872460663319,,
