batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,cell_sets_per_sec,epoch,flops_per_batch,mfu (%),step,train_loss,val_loss
,,,,,,3.375552177429199,0,11360925646848.0,5.326304912567139,49,0.6879895329475403,
,,,,,,,1,,,99,0.6346409916877747,
0.28058159351348877,6.1337480545043945,0.3766176700592041,1.847032904624939,0.2039041519165039,3.564025640487671,3.788714647293091,1,,5.978236675262451,149,0.6722729802131653,
,,,,,,3.182769536972046,2,,4.5096516609191895,199,0.7370560765266418,
0.29899632930755615,19.44869041442871,0.6960976123809814,9.264949798583984,0.07513236999511719,3.344522476196289,3.5078840255737305,2,,5.535112380981445,249,1.0002727508544922,
,,,,,,3.5855140686035156,3,,5.657605171203613,299,0.5018278956413269,
0.2902652621269226,9.926180839538574,0.3917374610900879,5.258164405822754,0.07450079917907715,3.445124626159668,3.4297356605529785,3,,5.411801815032959,349,1.0900522470474243,
,,,,,,3.69122576713562,4,,5.824408531188965,399,0.5448360443115234,
,,,,,,,4,,,399,,10.873908042907715
0.3007117211818695,14.788030624389648,0.44443678855895996,5.884033679962158,0.07553267478942871,3.325443983078003,2.990513563156128,4,,4.71875,449,0.836136519908905,
,,,,,,2.958696126937866,5,,4.668545246124268,499,0.410510390996933,
0.29465511441230774,16.988534927368164,0.6770122051239014,8.49974536895752,0.07965087890625,3.393798351287842,5.133330821990967,5,,8.099915504455566,549,0.4895680844783783,
,,,,,,3.925968647003174,6,,6.19481086730957,599,0.3474102020263672,
0.2987205982208252,16.862590789794922,0.6096584796905518,8.091477394104004,0.07534575462341309,3.347609758377075,3.503720998764038,6,,5.528543472290039,649,0.85350102186203,
,,,,,,3.643705368041992,7,,5.749425888061523,699,0.41249212622642517,
,,,,,,,8,,,749,0.4418881833553314,
0.3082810342311859,13.83012580871582,0.43878698348999023,2.4833672046661377,0.17669034004211426,3.243793487548828,3.5808494091033936,8,,5.650245189666748,799,0.5274365544319153,
,,,,,,,8,,,799,,10.416662216186523
,,,,,,2.7882938385009766,9,,3.950721025466919,849,0.5648705363273621,
0.2907823324203491,9.803909301757812,0.3835446834564209,4.921778678894043,0.07792806625366211,3.438998222351074,3.4880876541137695,9,,5.503875732421875,899,0.7546710968017578,
,,,,,,2.876340866088867,10,,4.075474739074707,949,0.556372344493866,
0.29541900753974915,14.156204223632812,0.5743818283081055,7.526256084442139,0.07631707191467285,3.3850224018096924,3.418700695037842,10,,5.394389629364014,999,0.6827303767204285,
,,,,,,3.5219976902008057,11,,5.557382583618164,1049,0.5410359501838684,
0.30087754130363464,26.07329750061035,1.0298020839691162,5.813093662261963,0.17715215682983398,3.323611259460449,4.0081095695495605,11,,6.324421405792236,1099,0.4746894836425781,
,,,,,,3.625885248184204,12,,5.721307277679443,1149,0.5570990443229675,
0.29864585399627686,13.830928802490234,0.4443838596343994,6.388448715209961,0.06956052780151367,3.348447561264038,4.903136253356934,12,,7.736690044403076,1199,0.568749725818634,
,,,,,,,12,,,1199,,11.05970287322998
,,,,,,3.3303534984588623,13,,5.254985809326172,1249,0.43784841895103455,
0.29662638902664185,13.322063446044922,0.42235875129699707,5.703902721405029,0.07404732704162598,3.371244192123413,3.6501708030700684,13,,5.759627819061279,1299,0.6059315800666809,
,,,,,,4.367536544799805,14,,6.891563892364502,1349,0.5396016240119934,
,,,,,,,15,,,1399,0.42268624901771545,
0.30051979422569275,13.85147476196289,0.4320559501647949,5.858705997467041,0.0737459659576416,3.3275678157806396,3.8641340732574463,15,,6.0972418785095215,1449,0.6062247157096863,
,,,,,,3.028395652770996,16,,4.290920257568359,1499,0.4992927014827728,
0.30934789776802063,22.273412704467773,0.7866036891937256,10.780927658081055,0.07296252250671387,3.2326064109802246,3.480229377746582,16,,5.491476058959961,1549,0.8764540553092957,
,,,,,,3.1981704235076904,17,,4.531473159790039,1599,0.519454300403595,
,,,,,,,17,,,1599,,10.46125602722168
0.29715240001678467,12.523685455322266,0.40764951705932617,5.551318168640137,0.07343292236328125,3.365276575088501,3.048858642578125,17,,4.8108134269714355,1649,0.7492573857307434,
,,,,,,3.6571438312530518,18,,5.770630359649658,1699,0.5166943669319153,
0.30736780166625977,23.26119041442871,0.8614463806152344,10.644246101379395,0.08093070983886719,3.2534310817718506,3.5680203437805176,18,,5.630002021789551,1749,0.7562026977539062,
,,,,,,3.4914145469665527,19,,5.509125232696533,1799,1.5737037658691406,
0.29569217562675476,8.102887153625488,0.39423179626464844,2.298510789871216,0.17151618003845215,3.3818953037261963,4.789953231811523,19,,7.558097839355469,1849,0.4734261929988861,
,,,,,,3.495392084121704,20,,5.515401363372803,1899,0.7329400181770325,
0.3014366626739502,11.29671573638916,0.4306788444519043,2.470118999481201,0.17435550689697266,3.317446708679199,4.675210952758789,20,,7.377045154571533,1949,1.0458265542984009,
,,,,,,3.732769250869751,21,,5.889960289001465,1999,0.40275320410728455,
,,,,,,,21,,,1999,,9.839412689208984
,,,,,,,22,,,2049,0.5798327326774597,
0.29714667797088623,13.746894836425781,0.5314712524414062,6.598560333251953,0.08054351806640625,3.3653411865234375,4.130359649658203,22,,6.5173211097717285,2099,0.7087453007698059,
,,,,,,3.035893201828003,23,,4.301543235778809,2149,0.6023890376091003,
0.295797199010849,12.336628913879395,0.4085724353790283,5.138554096221924,0.07951116561889648,3.380694627761841,3.2709078788757324,23,,5.161186218261719,2199,0.8235378265380859,
,,,,,,3.0444178581237793,24,,4.313621997833252,2249,1.949711799621582,
0.3052905201911926,19.690114974975586,0.7264630794525146,9.606342315673828,0.0756232738494873,3.2755684852600098,3.3351387977600098,24,,5.262536525726318,2299,0.7486000061035156,
,,,,,,3.740802526473999,25,,5.9026360511779785,2349,0.40307489037513733,
0.30179470777511597,14.33133316040039,0.44551753997802734,5.788171768188477,0.07697033882141113,3.3135108947753906,3.3698461055755615,25,,5.317301273345947,2399,0.6361312866210938,
,,,,,,,25,,,2399,,10.131990432739258
,,,,,,3.1211020946502686,26,,4.924807071685791,2449,0.5778210759162903,
0.2915269732475281,8.245436668395996,0.3538022041320801,3.313847064971924,0.1067647933959961,3.4302144050598145,5.139743328094482,26,,8.11003303527832,2499,0.6190541386604309,
,,,,,,3.162550687789917,27,,4.990208625793457,2549,0.40279898047447205,
0.30207201838493347,12.835616111755371,0.488633394241333,2.596605062484741,0.18818163871765137,3.310468912124634,5.0688886642456055,27,,7.998231410980225,2599,0.4870157241821289,
,,,,,,3.5204379558563232,28,,5.5549211502075195,2649,1.2876399755477905,
,,,,,,,29,,,2699,0.5319430232048035,
0.29308363795280457,11.342206954956055,0.42314863204956055,5.545964241027832,0.07629847526550293,3.4119951725006104,3.9092793464660645,29,,6.168476581573486,2749,1.1152868270874023,
,,,,,,,30,,,2799,0.5343799591064453,
,,,,,,,30,,,2799,,10.23902416229248
0.303621768951416,16.128143310546875,0.45966148376464844,5.822102069854736,0.07895112037658691,3.2935714721679688,3.6162068843841553,30,,5.706035614013672,2849,0.45555368065834045,
,,,,,,2.8686256408691406,31,,4.064542770385742,2899,0.353497177362442,
0.29930123686790466,14.225648880004883,0.47884058952331543,6.006600379943848,0.07971906661987305,3.341115713119507,3.4459950923919678,31,,5.43745756149292,2949,0.5001665949821472,
,,,,,,3.673332452774048,32,,5.7961745262146,2999,0.335418701171875,
0.29616859555244446,18.479692459106445,0.740318775177002,9.845247268676758,0.0751955509185791,3.376455307006836,3.585669994354248,32,,5.657851696014404,3049,0.4571571350097656,
,,,,,,3.3810946941375732,33,,5.335050582885742,3099,0.41692033410072327,
0.2982804477214813,12.49605941772461,0.4086575508117676,5.032321929931641,0.0812065601348877,3.3525497913360596,4.870765686035156,33,,7.685612201690674,3149,0.4549741744995117,
,,,,,,3.1927502155303955,34,,5.037860870361328,3199,0.48225846886634827,
,,,,,,,34,,,3199,,10.229154586791992
0.2966541051864624,15.065011978149414,0.5685811042785645,7.553343296051025,0.07527542114257812,3.37092924118042,3.226881742477417,34,,5.09171724319458,3249,0.31703630089759827,
,,,,,,3.9308176040649414,35,,6.202462196350098,3299,0.7245140075683594,
,,,,,,,36,,,3349,0.8616606593132019,
0.2888469994068146,9.373120307922363,0.3937418460845947,5.1702728271484375,0.07615494728088379,3.462040662765503,3.851238965988159,36,,6.076894760131836,3399,0.42776361107826233,
,,,,,,,37,,,3449,0.430651992559433,
0.29607588052749634,12.519914627075195,0.4281165599822998,5.6109185218811035,0.07630062103271484,3.3775126934051514,4.079596042633057,37,,6.437220573425293,3499,0.3350251615047455,
,,,,,,3.0423924922943115,38,,4.3107523918151855,3549,0.3577353060245514,
0.2880600392818451,8.80826473236084,0.36429619789123535,4.787095069885254,0.07609963417053223,3.471498489379883,3.3955018520355225,38,,5.357783794403076,3599,3.3782148361206055,
,,,,,,,38,,,3599,,10.21284294128418
,,,,,,3.2870254516601562,39,,5.186618328094482,3649,0.4586639404296875,
0.3015289008617401,14.27934455871582,0.43142223358154297,4.886898994445801,0.08828139305114746,3.3164315223693848,3.178966999053955,39,,5.016112327575684,3699,0.8248526453971863,
,,,,,,3.4197962284088135,40,,5.3961181640625,3749,0.36487260460853577,
0.29437577724456787,11.923888206481934,0.40846800804138184,5.172151565551758,0.07897448539733887,3.3970186710357666,3.2449231147766113,40,,5.120184421539307,3799,0.40488338470458984,
