batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,lr-AdamW,lr/group_0,opt/beta1,opt/beta2,opt/eps,opt/weight_decay,step,train_loss,val_loss
0.24985140562057495,45.37276077270508,0.6001770496368408,7.639206886291504,0.07856535911560059,4.002378940582275,18,,9.840508573688567e-05,,,,,3399,0.38527044653892517,
,,,,,,,9.835906490402863e-05,,,,,,3449,,
0.19158467650413513,44.11774444580078,0.4689910411834717,3.501059055328369,0.1339569091796875,5.219624042510986,18,,9.835811943048611e-05,,,,,3449,0.21052932739257812,
,,,,,,,9.831144485657127e-05,,,,,,3499,,
0.1763400435447693,36.487571716308594,0.3774738311767578,2.835503101348877,0.13312411308288574,5.670861721038818,18,,9.831048373598605e-05,,,,,3499,0.2894401550292969,
,,,,,,18,,,,,,,3499,,9.893083572387695
,,,,,,,9.826315689305546e-05,,,,,,3549,,
,,,,,,19,,9.82621859293431e-05,,,,,3549,0.22674942016601562,
,,,,,,,9.821420175814131e-05,,,,,,3599,,
0.2563076317310333,43.014915466308594,0.5670228004455566,7.874635696411133,0.0720062255859375,3.901561737060547,19,,9.821321873459965e-05,,,,,3599,0.21974308788776398,
,,,,,,,9.81645802067775e-05,,,,,,3649,,
0.17986531555652618,36.5132942199707,0.37268733978271484,2.7622227668762207,0.13492298126220703,5.559715747833252,19,,9.816358215175569e-05,,,,,3649,0.27881622314453125,
,,,,,,,9.811429300418988e-05,,,,,,3699,,
0.22654694318771362,49.88372039794922,0.6081969738006592,4.597439765930176,0.13229036331176758,4.414096355438232,19,,9.811328345676884e-05,,,,,3699,0.37271371483802795,
,,,,,,,9.806334092586913e-05,,,,,,3749,,
,,,,,,20,,9.806231537368149e-05,,,,,3749,0.25265374779701233,
,,,,,,,9.801172475755941e-05,,,,,,3799,,
0.21174335479736328,52.93760299682617,0.6536071300506592,8.854852676391602,0.07381343841552734,4.722698211669922,20,,9.801068517845124e-05,,,,,3799,0.4596672058105469,
,,,,,,,9.79594452952459e-05,,,,,,3849,,
0.20344287157058716,47.32887649536133,0.5151524543762207,3.928334951400757,0.13113760948181152,4.915384769439697,20,,9.79583928710781e-05,,,,,3849,0.528509795665741,
,,,,,,,9.790650334514258e-05,,,,,,3899,,
,,,,,,21,,9.790543845156208e-05,,,,,3899,0.30256715416908264,
,,,,,,,9.785289972367981e-05,,,,,,3949,,
0.188956156373024,50.92524337768555,0.5921378135681152,7.735596179962158,0.07654714584350586,5.292232990264893,21,,9.785182191990316e-05,,,,,3949,1.6270402669906616,
,,,,,,,9.779863525749175e-05,,,,,,3999,,
0.2665936350822449,46.20454788208008,0.6315963268280029,4.810095310211182,0.13130640983581543,3.7510273456573486,21,,9.779754327610135e-05,,,,,3999,0.24291229248046875,
,,,,,,21,,,,,,,3999,,9.709502220153809
,,,,,,,9.774371078340356e-05,,,,,,4049,,
0.26059287786483765,35.03472900390625,0.4779164791107178,3.2768003940582275,0.14584851264953613,3.8374032974243164,21,,9.774260252015665e-05,,,,,4049,0.27293524146080017,
,,,,,,,9.768812714841867e-05,,,,,,4099,,
,,,,,,22,,9.768700692802668e-05,,,,,4099,0.4430758059024811,
,,,,,,,9.763188520970533e-05,,,,,,4149,,
0.23027251660823822,46.58589172363281,0.6109776496887207,7.995712757110596,0.07641315460205078,4.34268045425415,22,,9.763075649971142e-05,,,,,4149,0.5706062316894531,
,,,,,,,9.757498583458398e-05,,,,,,4199,,
0.2658545970916748,48.66850662231445,0.6267621517181396,4.558521747589111,0.13749241828918457,3.7614548206329346,22,,9.757384395925328e-05,,,,,4199,0.4147911071777344,
,,,,,,,9.751742990051331e-05,,,,,,4249,,
0.3091159462928772,40.85963439941406,0.6115059852600098,4.612452983856201,0.13257718086242676,3.235032081604004,22,,9.751626930665225e-05,,,,,4249,0.49006524682044983,
,,,,,,,9.745921829507694e-05,,,,,,4299,,
,,,,,,23,,9.745804709382355e-05,,,,,4299,0.3683560788631439,
,,,,,,,9.740035191597003e-05,,,,,,4349,,
0.15417931973934174,18.627399444580078,0.3210108280181885,4.299316883087158,0.07466554641723633,6.4859538078308105,23,,9.739917004480958e-05,,,,,4349,0.19827651977539062,
,,,,,,,9.734083167098479e-05,,,,,,4399,,
0.1637362390756607,24.639589309692383,0.3659636974334717,2.633176803588867,0.13898181915283203,6.1073832511901855,23,,9.733963815961033e-05,,,,,4399,0.526269257068634,
,,,,,,,9.728065847799705e-05,,,,,,4449,,
,,,,,,24,,9.72794514382258e-05,,,,,4449,0.2620480954647064,
,,,,,,,9.721983326495192e-05,,,,,,4499,,
0.17930781841278076,50.44163513183594,0.6242570877075195,8.646241188049316,0.07219982147216797,5.577001571655273,24,,9.7218609880656e-05,,,,,4499,0.3084208071231842,
,,,,,,24,,,,,,,4499,,9.712811470031738
,,,,,,,9.715835696984944e-05,,,,,,4549,,
0.271366685628891,49.701114654541016,0.7385001182556152,5.547038555145264,0.133134126663208,3.6850507259368896,24,,9.715712076285854e-05,,,,,4549,0.4097811281681061,
,,,,,,,9.709623054073018e-05,,,,,,4599,,
0.1574724316596985,19.469961166381836,0.3527107238769531,2.6898038387298584,0.13112878799438477,6.350317478179932,24,,9.709498408483341e-05,,,,,4599,0.2998943328857422,
,,,,,,,9.703345493566046e-05,,,,,,4649,,
,,,,,,25,,9.703219257062301e-05,,,,,4649,0.37381553649902344,
,,,,,,,9.697003112271775e-05,,,,,,4699,,
0.1783398687839508,44.987213134765625,0.5737829208374023,7.283738613128662,0.07877588272094727,5.607271194458008,25,,9.696875349618495e-05,,,,,4699,0.24377186596393585,
,,,,,,,9.690596007997577e-05,,,,,,4749,,
0.16585643589496613,29.81733512878418,0.3682541847229004,2.738642930984497,0.13446593284606934,6.029310703277588,25,,9.690467413747683e-05,,,,,4749,0.49172845482826233,
,,,,,,,9.684124279548917e-05,,,,,,4799,,
0.18866722285747528,38.037803649902344,0.3693523406982422,2.7923495769500732,0.13227295875549316,5.300337791442871,25,,9.683993994258344e-05,,,,,4799,0.30059561133384705,
,,,,,,,9.67758802672786e-05,,,,,,4849,,
,,,,,,26,,9.677456546342e-05,,,,,4849,0.44642767310142517,
,,,,,,,9.670987350331505e-05,,,,,,4899,,
0.16151972115039825,32.535926818847656,0.5032491683959961,6.9994893074035645,0.07189798355102539,6.191194534301758,26,,9.67085434240289e-05,,,,,4899,0.4840965270996094,
,,,,,,,9.664322352150459e-05,,,,,,4949,,
0.18157047033309937,42.529354095458984,0.535834789276123,4.000252723693848,0.13395023345947266,5.507503509521484,26,,9.664188110036775e-05,,,,,4949,0.2826296389102936,
,,,,,,,9.657593134967225e-05,,,,,,4999,,
,,,,,,27,,9.657457849243656e-05,,,,,4999,0.22607676684856415,
,,,,,,27,,,,,,,4999,,9.968374252319336
,,,,,,,9.650799802554658e-05,,,,,,5049,,
0.18197236955165863,38.81751251220703,0.520176887512207,7.089432716369629,0.07337355613708496,5.495339870452881,27,,9.650663560023531e-05,,,,,5049,0.25287628173828125,
,,,,,,,9.643942459674355e-05,,,,,,5099,,
0.16661477088928223,28.354272842407227,0.36887454986572266,2.789783239364624,0.13222336769104004,6.001868724822998,27,,9.64380451478064e-05,,,,,5099,0.6029536128044128,
,,,,,,,9.637021212075027e-05,,,,,,5149,,
0.18444819748401642,44.3626708984375,0.5473272800445557,4.10080099105835,0.1334683895111084,5.421576499938965,27,,9.636882168706506e-05,,,,,5149,0.41893133521080017,
,,,,,,,9.630036166490867e-05,,,,,,5199,,
,,,,,,28,,9.629895794205368e-05,,,,,5199,0.5573781132698059,
,,,,,,,9.622987430639931e-05,,,,,,5249,,
0.19183379411697388,49.770896911621094,0.6754148006439209,8.555234909057617,0.07894754409790039,5.212845802307129,28,,9.622846118872985e-05,,,,,5249,0.3775266110897064,
,,,,,,,9.61587511322243e-05,,,,,,5299,,
0.1716631054878235,40.956756591796875,0.538224458694458,4.065064907073975,0.1324024200439453,5.825363636016846,28,,9.615732415113598e-05,,,,,5299,0.24016952514648438,
,,,,,,,9.608699323919106e-05,,,,,,5349,,
0.1658584475517273,30.23573112487793,0.4067699909210205,3.0197882652282715,0.13470149040222168,6.029237747192383,28,,9.608555410522968e-05,,,,,5349,0.2536862790584564,
,,,,,,,9.601460173389506e-05,,,,,,5399,,
,,,,,,29,,9.601315105101094e-05,,,,,5399,0.219146728515625,
,,,,,,,9.594157773270285e-05,,,,,,5449,,
0.15583661198616028,27.08759117126465,0.46573519706726074,6.464410781860352,0.07204604148864746,6.416977405548096,29,,9.594010771252215e-05,,,,,5449,0.25032296776771545,
,,,,,,,9.586792236173485e-05,,,,,,5499,,
0.18693064153194427,38.702571868896484,0.4539449214935303,3.4621524810791016,0.13111639022827148,5.3495774269104,29,,9.586644591763616e-05,,,,,5499,0.27971458435058594,
,,,,,,29,,,,,,,5499,,9.674163818359375
,,,,,,,9.579363675684802e-05,,,,,,5549,,
0.16851644217967987,29.484989166259766,0.33971691131591797,2.611849069595337,0.1300675868988037,5.934139251708984,29,,9.579214383848011e-05,,,,,5549,0.45204925537109375,
,,,,,,,9.571872206361828e-05,,,,,,5599,,
,,,,,,30,,9.571721602696925e-05,,,,,5599,0.2635498046875,
,,,,,,,9.564317943732286e-05,,,,,,5649,,
0.2198309302330017,51.08308792114258,0.5932655334472656,8.170989990234375,0.07260632514953613,4.548950672149658,30,,9.564166248310357e-05,,,,,5649,0.36058172583580017,
,,,,,,,9.556701004292248e-05,,,,,,5699,,
0.15259499847888947,5.426533222198486,0.1900465488433838,1.411636471748352,0.1346285343170166,6.553294658660889,30,,9.556548320688307e-05,,,,,5699,0.5412037968635559,
,,,,,,,9.549021505504344e-05,,,,,,5749,,
,,,,,,31,,9.548867092235014e-05,,,,,5749,0.2800343930721283,
,,,,,,,9.54127956579595e-05,,,,,,5799,,
0.15639717876911163,22.385173797607422,0.3574192523956299,4.495006084442139,0.07951474189758301,6.393977165222168,31,,9.541124018142e-05,,,,,5799,1.6552492380142212,
,,,,,,,9.533475304557359e-05,,,,,,5849,,
0.1567685306072235,22.910860061645508,0.385115385055542,2.9411706924438477,0.13093948364257812,6.378831386566162,31,,9.533318370813504e-05,,,,,5849,0.30061468482017517,
,,,,,,,9.525608842139917e-05,,,,,,5899,,
0.1606409251689911,23.09591293334961,0.31671571731567383,2.4073452949523926,0.1315622329711914,6.225063800811768,31,,9.525450877845287e-05,,,,,5899,0.3124898374080658,
,,,,,,,9.517680299854217e-05,,,,,,5949,,
,,,,,,32,,9.517520811641589e-05,,,,,5949,0.46504274010658264,
,,,,,,,9.509689799968188e-05,,,,,,5999,,
0.15729407966136932,17.04210662841797,0.27268147468566895,2.1027657985687256,0.12967753410339355,6.357518196105957,32,,9.509529627393931e-05,,,,,5999,0.48194757103919983,
,,,,,,32,,,,,,,5999,,9.764778137207031
,,,,,,,9.501637465705211e-05,,,,,,6049,,
0.23616153001785278,46.015525817871094,0.5197021961212158,3.9280714988708496,0.13230466842651367,4.234389781951904,32,,9.501475869910792e-05,,,,,6049,0.36153411865234375,
,,,,,,,9.49352342124226e-05,,,,,,6099,,
0.2003157138824463,50.68946838378906,0.6048083305358887,4.535588264465332,0.1333472728729248,4.992119789123535,32,,9.493360266787931e-05,,,,,6099,0.40237680077552795,
,,,,,,,9.485347791707935e-05,,,,,,6149,,
,,,,,,33,,9.485183545621112e-05,,,,,6149,0.3528372347354889,
,,,,,,,9.477110703180553e-05,,,,,,6199,,
0.1793547123670578,47.81233215332031,0.6896271705627441,5.251511096954346,0.13131976127624512,5.575543403625488,33,,9.476944978814572e-05,,,,,6199,0.621185302734375,
,,,,,,,9.468812282686203e-05,,,,,,6249,,
0.20092007517814636,47.18117904663086,0.5257160663604736,3.989248037338257,0.13178324699401855,4.9771037101745605,33,,9.468646021559834e-05,,,,,6249,0.43719354271888733,
,,,,,,,9.460452658196799e-05,,,,,,6299,,
,,,,,,34,,9.460284491069615e-05,,,,,6299,0.2382405549287796,
,,,,,,,9.4520319586281e-05,,,,,,6349,,
0.19428123533725739,53.12425231933594,0.6407175064086914,8.88284969329834,0.07212972640991211,5.147177696228027,34,,9.451862570131198e-05,,,,,6349,0.29043832421302795,
,,,,,,,9.443550313837696e-05,,,,,,6399,,
0.1807972937822342,40.20072555541992,0.5530514717102051,4.08183479309082,0.13549089431762695,5.5310564041137695,34,,9.443380258744583e-05,,,,,6399,0.36716970801353455,
,,,,,,,9.435007854623052e-05,,,,,,6449,,
0.17811915278434753,37.22818374633789,0.44351673126220703,3.4021239280700684,0.13036465644836426,5.614219665527344,34,,9.434836101718247e-05,,,,,6449,0.3276570737361908,
,,,,,,,9.426404712719453e-05,,,,,,6499,,
,,,,,,35,,9.426232281839475e-05,,,,,6499,0.3576418459415436,
,,,,,,35,,,,,,,6499,,9.635026931762695
,,,,,,,9.417741020797988e-05,,,,,,6549,,
0.17217403650283813,35.416011810302734,0.3742363452911377,5.132479190826416,0.07291531562805176,5.808076858520508,35,,9.417567343916744e-05,,,,,6549,0.20230229198932648,
,,,,,,,9.409016912463514e-05,,,,,,6599,,
0.19942954182624817,44.25499725341797,0.4643726348876953,3.224931478500366,0.14399456977844238,5.0143022537231445,35,,9.408842015545815e-05,,,,,6599,0.39278411865234375,
,,,,,,,9.400232522252565e-05,,,,,,6649,,
0.1759190410375595,34.03286361694336,0.37249088287353516,2.826148271560669,0.13180160522460938,5.6844329833984375,35,,9.400056296726689e-05,,,,,6649,0.33017221093177795,
,,,,,,,9.391387985631303e-05,,,,,,6699,,
,,,,,,36,,9.391210187459365e-05,,,,,6699,0.4131278991699219,
,,,,,,,9.382483438993429e-05,,,,,,6749,,
0.18290621042251587,45.97980499267578,0.5951893329620361,7.378435134887695,0.08066606521606445,5.467282772064209,36,,9.382304415339604e-05,,,,,6749,0.5341720581054688,
,,,,,,,9.37351901965806e-05,,,,,,6799,,
0.16108855605125427,22.398221969604492,0.37842893600463867,2.870147228240967,0.131850004196167,6.207765579223633,36,,9.373338980367407e-05,,,,,6799,0.2646395266056061,
,,,,,,,9.364494865867642e-05,,,,,,6849,,
,,,,,,37,,9.364313882542774e-05,,,,,6849,0.2292683869600296,
,,,,,,,9.355411116785779e-05,,,,,,6899,,
